time,open,high,low,close,volume,ticker
2020-11-27,7640,7740,7500,7720,472640,ITD
2020-11-30,7720,7800,7640,7760,71870,ITD
2020-12-01,7720,7720,7640,7700,110130,ITD
2020-12-02,7700,7700,7610,7700,31400,ITD
2020-12-03,7700,7700,7560,7600,25620,ITD
2020-12-04,7600,7800,7600,7720,34090,ITD
2020-12-07,7740,7740,7200,7610,50980,ITD
2020-12-08,7610,7680,7560,7630,33380,ITD
2020-12-09,7530,7640,7520,7580,59520,ITD
2020-12-10,7640,7640,7560,7560,27920,ITD
2020-12-11,7570,7600,7520,7600,17330,ITD
2020-12-14,7640,7640,7540,7540,203720,ITD
2020-12-15,7560,7600,7480,7480,282600,ITD
2020-12-16,7560,7560,7480,7480,40750,ITD
2020-12-17,7480,7560,7440,7450,22740,ITD
2020-12-18,7450,7520,7440,7520,36460,ITD
2020-12-21,7520,7520,7400,7420,61190,ITD
2020-12-22,7230,7490,7230,7390,92180,ITD
2020-12-23,7440,7640,7440,7580,42790,ITD
2020-12-24,7460,7630,7310,7480,32570,ITD
2020-12-25,7480,7480,7360,7470,29350,ITD
2020-12-28,7470,7560,7470,7490,21440,ITD
2020-12-29,7480,7560,7450,7520,83580,ITD
2020-12-30,7570,7570,7520,7520,30820,ITD
2020-12-31,7480,7600,7480,7590,57270,ITD
2021-01-04,7640,8119,7640,8119,204600,ITD
2021-01-05,8610,8650,8610,8650,363800,ITD
2021-01-06,9220,9220,9100,9220,305100,ITD
2021-01-07,9350,9350,8780,9180,160300,ITD
2021-01-08,9100,9180,8860,9100,130900,ITD
2021-01-11,9060,9100,8860,9100,188700,ITD
2021-01-12,9100,9100,8940,9020,96400,ITD
2021-01-13,9020,9020,8780,8780,336000,ITD
2021-01-14,8700,9180,8610,9180,145300,ITD
2021-01-15,9180,9510,9140,9350,87800,ITD
2021-01-18,9350,9350,9180,9350,294500,ITD
2021-01-19,9350,9630,8700,8860,134700,ITD
2021-01-20,8370,9100,8250,9100,197200,ITD
2021-01-21,9100,9180,8940,9100,90600,ITD
2021-01-22,9020,9100,8700,8780,130400,ITD
2021-01-25,8780,8940,8450,8940,49500,ITD
2021-01-26,8700,8780,8450,8450,30800,ITD
2021-01-27,8410,9020,8410,8780,296000,ITD
2021-01-28,8610,8610,8170,8170,204400,ITD
2021-01-29,8130,8610,8130,8610,29500,ITD
2021-02-01,8610,8610,8210,8530,36500,ITD
2021-02-02,8530,8700,8370,8530,28400,ITD
2021-02-03,8410,9100,8410,8860,86900,ITD
2021-02-04,8940,8940,8780,8900,17900,ITD
2021-02-05,9100,9100,8820,8820,33200,ITD
2021-02-08,8860,8940,8610,8650,23300,ITD
2021-02-09,8860,8860,8610,8650,39700,ITD
2021-02-17,8650,9100,8650,9100,49600,ITD
2021-02-18,9300,9300,8860,8900,20300,ITD
2021-02-19,8900,8940,8700,8860,36500,ITD
2021-02-22,8860,9060,8700,9060,74500,ITD
2021-02-23,8860,9100,8780,9060,24400,ITD
2021-02-24,8940,9020,8860,8900,31500,ITD
2021-02-25,8900,9060,8860,9060,36500,ITD
2021-02-26,9020,9100,8940,9060,15300,ITD
2021-03-01,9060,9670,9060,9670,282200,ITD
2021-03-02,10320,10320,10240,10320,470200,ITD
2021-03-03,10970,10970,10320,10480,120600,ITD
2021-03-04,10970,10970,10080,10160,290000,ITD
2021-03-05,9910,10160,9710,10080,161000,ITD
2021-03-08,10080,10650,10080,10360,54300,ITD
2021-03-09,10200,10400,9750,10160,115100,ITD
2021-03-10,10160,10160,9910,9950,53300,ITD
2021-03-11,10000,10160,9950,9950,51700,ITD
2021-03-12,9950,10160,9910,10040,68400,ITD
2021-03-15,10040,10080,10000,10040,70400,ITD
2021-03-16,10080,10080,9870,10040,49300,ITD
2021-03-17,10080,10080,9430,9910,120800,ITD
2021-03-18,9910,10000,9910,9910,26300,ITD
2021-03-19,9910,10600,9830,10600,314600,ITD
2021-03-22,10600,11090,10560,10850,151100,ITD
2021-03-23,10850,10930,10560,10730,72600,ITD
2021-03-24,10320,10520,10080,10240,176900,ITD
2021-03-25,10400,10480,10240,10240,72500,ITD
2021-03-26,10240,10810,10160,10560,140600,ITD
2021-03-29,10730,10810,10480,10650,88100,ITD
2021-03-30,10560,10730,10440,10730,138600,ITD
2021-03-31,10730,10730,10400,10650,218300,ITD
2021-04-01,10690,10690,10560,10650,60400,ITD
2021-04-02,10650,10650,10480,10480,93700,ITD
2021-04-05,10650,11210,10480,11130,296500,ITD
2021-04-06,11380,11380,10970,11010,98600,ITD
2021-04-07,11010,11130,10970,11010,132400,ITD
2021-04-08,11010,11010,10560,10810,58000,ITD
2021-04-09,10810,10810,10690,10690,82000,ITD
2021-04-12,10690,10930,10560,10810,66500,ITD
2021-04-13,10890,10970,10560,10810,65400,ITD
2021-04-14,10560,10890,10560,10890,89800,ITD
2021-04-15,10810,10890,10560,10850,83700,ITD
